Barrio,DESTINO,cantidad_ocio_comercio,cantidad_oficinas,cantidad_residencial,centros_docentes,distancia_al_mar,nivel_socio_economico,Valor/m2_predicho
PLA DEL BON REPOS,COMERCIO,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.6498662434571214
PLA DEL BON REPOS,CULTURAL,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7367814086989164
PLA DEL BON REPOS,DEPORTIVO,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7322178126574903
PLA DEL BON REPOS,EDIF. SINGULAR,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7287800752178335
PLA DEL BON REPOS,ESPECTACULOS,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7394892850314425
PLA DEL BON REPOS,INDUSTRIAL,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7563433382795777
PLA DEL BON REPOS,OCIO-HOSTELERIA,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7394892850314425
PLA DEL BON REPOS,OFICINA,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.6279929676910316
PLA DEL BON REPOS,PUERTOS COMERC.,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7014878132943596
PLA DEL BON REPOS,RELIGIOSO,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7394892850314425
PLA DEL BON REPOS,RESIDENCIAL,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7550975799174497
PLA DEL BON REPOS,"SANIDAD,BENEF.",0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.7301579933295146
PLA DEL BON REPOS,SOLARES,0.5807900989712917,0.017876903743716668,0.7337476032389134,0.043478260869565216,0.805898745446602,0.19553110567780496,0.8168103730111536
POLIGONO PLA DE LA VALLONGA,COMERCIO,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.29891922452624176
POLIGONO PLA DE LA VALLONGA,CULTURAL,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.34934054860170405
POLIGONO PLA DE LA VALLONGA,DEPORTIVO,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.3524442493998792
POLIGONO PLA DE LA VALLONGA,EDIF. SINGULAR,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.3466995399734043
POLIGONO PLA DE LA VALLONGA,ESPECTACULOS,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.351436019120132
POLIGONO PLA DE LA VALLONGA,INDUSTRIAL,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.4390708002168875
POLIGONO PLA DE LA VALLONGA,OCIO-HOSTELERIA,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.3486212709570038
POLIGONO PLA DE LA VALLONGA,OFICINA,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.32775933645880917
